timestamp,tariff,grid_kw,battery_kw,soc_new,mode
2025-10-31 07:00:00+05:30,6.0,0.8000000573601966,-5.7360196592526336e-08,0.9999999997875548,charge
2025-10-31 08:00:00+05:30,6.0,0.8000000028680099,-2.8680098296263168e-09,0.9999999999893777,charge
2025-10-31 09:00:00+05:30,6.0,0.8000000001434009,-1.434007912415325e-10,0.9999999999994689,charge
2025-10-31 10:00:00+05:30,6.0,0.8000000000071703,-7.170264382239111e-12,0.9999999999999735,charge
2025-10-31 11:00:00+05:30,6.0,0.8000000000003582,-3.5821345889530676e-13,0.9999999999999987,charge
2025-10-31 12:00:00+05:30,6.5,0.0,0.8421052631578948,0.9376218323586731,discharge
2025-10-31 13:00:00+05:30,6.5,0.0,0.8421052631578948,0.8752436647173476,discharge
2025-10-31 14:00:00+05:30,6.5,0.0,0.8421052631578948,0.8128654970760221,discharge
2025-10-31 15:00:00+05:30,6.5,0.0,0.8421052631578948,0.7504873294346965,discharge
2025-10-31 18:00:00+05:30,7.5,0.0,0.8421052631578948,0.688109161793371,discharge
2025-10-31 19:00:00+05:30,7.5,0.0,0.8421052631578948,0.6257309941520455,discharge
2025-10-31 20:00:00+05:30,7.5,0.0,0.8421052631578948,0.5633528265107199,discharge
2025-10-31 21:00:00+05:30,7.5,0.0,0.8421052631578948,0.5009746588693944,discharge
2025-10-31 22:00:00+05:30,7.5,0.0,0.8421052631578948,0.4385964912280689,discharge
2025-10-31 23:00:00+05:30,7.5,0.0,0.8421052631578948,0.37621832358674334,discharge
2025-11-01 00:00:00+05:30,5.0,5.8,-5.0,0.7280701754385952,charge
2025-11-01 01:00:00+05:30,5.0,4.4710526315789645,-3.6710526315789647,0.9864035087719297,charge
2025-11-01 02:00:00+05:30,5.0,0.9835526315789487,-0.1835526315789487,0.9993201754385965,charge
2025-11-01 03:00:00+05:30,5.0,0.809177631578947,-0.00917763157894691,0.9999660087719299,charge
2025-11-01 04:00:00+05:30,4.5,0.8004588815789468,-0.00045888157894674597,0.9999983004385965,charge
2025-11-01 05:00:00+05:30,4.5,0.8000229440789473,-2.294407894726236e-05,0.9999999150219299,charge
2025-11-01 06:00:00+05:30,6.0,0.8000011472039469,-1.1472039468385375e-06,0.9999999957510965,charge
2025-11-01 07:00:00+05:30,6.0,0.8000000573601966,-5.7360196592526336e-08,0.9999999997875548,charge
2025-11-01 08:00:00+05:30,6.0,0.8000000028680099,-2.8680098296263168e-09,0.9999999999893777,charge
2025-11-01 09:00:00+05:30,6.0,0.8000000001434009,-1.434007912415325e-10,0.9999999999994689,charge
2025-11-01 10:00:00+05:30,6.0,0.8000000000071703,-7.170264382239111e-12,0.9999999999999735,charge
2025-11-01 11:00:00+05:30,6.0,0.8000000000003582,-3.5821345889530676e-13,0.9999999999999987,charge
2025-11-01 12:00:00+05:30,6.5,0.0,0.8421052631578948,0.9376218323586731,discharge
2025-11-01 13:00:00+05:30,6.5,0.0,0.8421052631578948,0.8752436647173476,discharge
2025-11-01 14:00:00+05:30,6.5,0.0,0.8421052631578948,0.8128654970760221,discharge
2025-11-01 15:00:00+05:30,6.5,0.0,0.8421052631578948,0.7504873294346965,discharge
2025-11-01 18:00:00+05:30,7.5,0.0,0.8421052631578948,0.688109161793371,discharge
2025-11-01 19:00:00+05:30,7.5,0.0,0.8421052631578948,0.6257309941520455,discharge
2025-11-01 20:00:00+05:30,7.5,0.0,0.8421052631578948,0.5633528265107199,discharge
2025-11-01 21:00:00+05:30,7.5,0.0,0.8421052631578948,0.5009746588693944,discharge
2025-11-01 22:00:00+05:30,7.5,0.0,0.8421052631578948,0.4385964912280689,discharge
2025-11-01 23:00:00+05:30,7.5,0.0,0.8421052631578948,0.37621832358674334,discharge
2025-11-02 00:00:00+05:30,5.0,5.8,-5.0,0.7280701754385952,charge
2025-11-02 01:00:00+05:30,5.0,4.4710526315789645,-3.6710526315789647,0.9864035087719297,charge
2025-11-02 02:00:00+05:30,5.0,0.9835526315789487,-0.1835526315789487,0.9993201754385965,charge
2025-11-02 03:00:00+05:30,5.0,0.809177631578947,-0.00917763157894691,0.9999660087719299,charge
